order_book_id,date,limit_up,num_trades,close,high,volume,limit_down,open,low,total_turnover,turnover_rate
601288.XSHG,2016-01-04,4.5656,25159.0,4.0126,4.1669,191312700.0,3.7425,4.1669,3.9997,609918488.0,0.0651
601288.XSHG,2016-01-05,4.4113,35973.0,4.064,4.0769,321545621.0,3.6139,3.9869,3.9612,1010967560.0,0.1093
601288.XSHG,2016-01-06,4.4756,20802.0,4.0898,4.1026,168419990.0,3.6525,4.0512,4.0383,534016660.0,0.0573
601288.XSHG,2016-01-07,4.5013,5854.0,3.9997,4.0769,67693020.0,3.6782,4.064,3.9869,213026028.0,0.023
601288.XSHG,2016-01-08,4.3984,30174.0,4.064,4.0769,269691052.0,3.6011,4.0383,3.9997,848424984.0,0.0917
601288.XSHG,2016-01-11,4.4756,30317.0,3.974,4.0512,286388562.0,3.6525,4.0383,3.974,896360974.0,0.0974
601288.XSHG,2016-01-12,4.3727,22449.0,4.0255,4.0383,176341923.0,3.5753,3.9997,3.974,549730284.0,0.06
601288.XSHG,2016-01-13,4.4241,17335.0,4.0126,4.0512,153620760.0,3.6268,4.0255,3.9997,481542859.0,0.0522
601288.XSHG,2016-01-14,4.4113,30052.0,4.0126,4.0126,273862605.0,3.6139,3.974,3.9354,847415495.0,0.0931
601288.XSHG,2016-01-15,4.4113,22721.0,3.9483,3.9997,214673803.0,3.6139,3.9997,3.9354,662801858.0,0.073
601288.XSHG,2016-01-18,4.347,20045.0,3.9483,3.9997,213964440.0,3.5496,3.9226,3.8969,658513766.0,0.0728
601288.XSHG,2016-01-19,4.347,18674.0,3.9997,4.0126,143495734.0,3.5496,3.9612,3.9354,444661212.0,0.0488
601288.XSHG,2016-01-20,4.3984,17932.0,3.9997,4.0126,188436819.0,3.6011,3.9869,3.9612,583696285.0,0.0641
601288.XSHG,2016-01-21,4.3984,16878.0,3.974,4.0255,172707114.0,3.6011,3.9612,3.9612,536059056.0,0.0587
601288.XSHG,2016-01-22,4.3727,15246.0,3.9997,3.9997,151552019.0,3.5753,3.9869,3.9483,468537718.0,0.0515
601288.XSHG,2016-01-25,4.3984,19293.0,3.9869,3.9869,161366523.0,3.6011,3.974,3.9483,497810325.0,0.0549
601288.XSHG,2016-01-26,4.3856,34625.0,3.794,3.974,220748676.0,3.5882,3.9612,3.7682,666917439.0,0.0751
601288.XSHG,2016-01-27,4.1798,33965.0,3.794,3.8197,239965022.0,3.421,3.794,3.7168,706129895.0,0.0816
601288.XSHG,2016-01-28,4.1798,21320.0,3.7425,3.8068,159022593.0,3.421,3.794,3.7425,466818216.0,0.0541
601288.XSHG,2016-01-29,4.1155,25310.0,3.8454,3.8583,198777082.0,3.3696,3.7425,3.7425,589150158.0,0.0676
601288.XSHG,2016-02-01,4.2312,15508.0,3.7811,3.8454,100792967.0,3.4596,3.8454,3.7554,297433564.0,0.0343
601288.XSHG,2016-02-02,4.1541,16391.0,3.8068,3.8197,118978571.0,3.4081,3.7811,3.7682,351511338.0,0.0405
601288.XSHG,2016-02-03,4.1927,17918.0,3.7554,3.794,104308968.0,3.421,3.7811,3.7297,304478321.0,0.0355
601288.XSHG,2016-02-04,4.1283,12766.0,3.7682,3.794,86465184.0,3.3824,3.7682,3.7554,253707501.0,0.0294
601288.XSHG,2016-02-05,4.1412,10596.0,3.7554,3.7811,65693012.0,3.3953,3.7682,3.7425,192073205.0,0.0223
601288.XSHG,2016-02-15,4.1283,17581.0,3.7168,3.7425,91231105.0,3.3824,3.6911,3.6654,262813137.0,0.031
601288.XSHG,2016-02-16,4.0898,20069.0,3.7811,3.794,128065212.0,3.3438,3.7297,3.7168,375299480.0,0.0436
601288.XSHG,2016-02-17,4.1541,23271.0,3.8197,3.8325,138060751.0,3.4081,3.7811,3.7682,407818892.0,0.047
601288.XSHG,2016-02-18,4.2055,14579.0,3.8197,3.8325,146301356.0,3.4339,3.8325,3.794,433664671.0,0.0498
601288.XSHG,2016-02-19,4.2055,13143.0,3.794,3.8325,122387769.0,3.4339,3.8068,3.7811,361889195.0,0.0416
601288.XSHG,2016-02-22,4.1798,25731.0,3.8583,3.8969,167722947.0,3.421,3.8325,3.8068,501775828.0,0.057
601288.XSHG,2016-02-23,4.2441,17672.0,3.8325,3.8583,126381163.0,3.4724,3.8583,3.8068,375741974.0,0.043
601288.XSHG,2016-02-24,4.2184,16127.0,3.8325,3.8454,95247885.0,3.4467,3.8068,3.8068,283044317.0,0.0324
601288.XSHG,2016-02-25,4.2184,27834.0,3.7554,3.8325,231515194.0,3.4467,3.8325,3.7297,684747427.0,0.0787
601288.XSHG,2016-02-26,4.1283,19613.0,3.8068,3.8197,140532474.0,3.3824,3.7682,3.7554,414976642.0,0.0478
601288.XSHG,2016-02-29,4.1927,29775.0,3.8454,3.8454,260584606.0,3.421,3.794,3.7425,768176780.0,0.0886
601288.XSHG,2016-03-01,4.2312,21117.0,3.8454,3.8711,142663210.0,3.4596,3.8325,3.8068,425758795.0,0.0485
601288.XSHG,2016-03-02,4.2312,32365.0,3.9226,3.9226,220580175.0,3.4596,3.8583,3.8454,667956178.0,0.075
601288.XSHG,2016-03-03,4.3213,22830.0,3.9612,3.9612,186818827.0,3.5367,3.9097,3.8969,570413782.0,0.0635
601288.XSHG,2016-03-04,4.3598,62409.0,4.1155,4.1283,527131148.0,3.5625,3.9483,3.9226,1659320328.0,0.1793
601288.XSHG,2016-03-07,4.527,25552.0,4.0898,4.1026,170029581.0,3.7039,4.0898,4.0512,539430703.0,0.0578
601288.XSHG,2016-03-08,4.5013,27665.0,4.0898,4.1026,224940796.0,3.6782,4.0769,3.974,705773304.0,0.0765
601288.XSHG,2016-03-09,4.5013,23146.0,4.1283,4.1412,231588339.0,3.6782,4.0512,4.0126,735275220.0,0.0788
601288.XSHG,2016-03-10,4.5399,17826.0,4.0512,4.1026,117998586.0,3.7168,4.0898,4.0383,374240110.0,0.0401
601288.XSHG,2016-03-11,4.4627,18994.0,4.1026,4.1155,138208556.0,3.6525,4.0383,4.0255,437020684.0,0.047
601288.XSHG,2016-03-14,4.5142,22540.0,4.1026,4.1155,147144611.0,3.6911,4.0898,4.064,468904398.0,0.05
601288.XSHG,2016-03-15,4.5142,23855.0,4.1026,4.1155,178768173.0,3.6911,4.1026,4.0383,567050112.0,0.0608
601288.XSHG,2016-03-16,4.5142,43961.0,4.1798,4.1798,452161580.0,3.6911,4.0769,4.0769,1459107021.0,0.1538
601288.XSHG,2016-03-17,4.6042,30564.0,4.1283,4.1798,178954399.0,3.7682,4.1669,4.1155,575115936.0,0.0609
601288.XSHG,2016-03-18,4.5399,37074.0,4.1412,4.1412,229670454.0,3.7168,4.1412,4.1026,735884594.0,0.0781
601288.XSHG,2016-03-21,4.5528,33195.0,4.1283,4.1541,244457300.0,3.7297,4.1283,4.1155,785307574.0,0.0831
601288.XSHG,2016-03-22,4.5399,23928.0,4.0898,4.1412,120630301.0,3.7168,4.1283,4.0898,385505502.0,0.041
601288.XSHG,2016-03-23,4.5013,20508.0,4.0898,4.1155,92469604.0,3.6782,4.0898,4.0769,294433437.0,0.0314
601288.XSHG,2016-03-24,4.5013,21036.0,4.064,4.0898,80972356.0,3.6782,4.0898,4.0512,256274605.0,0.0275
601288.XSHG,2016-03-25,4.4756,16447.0,4.064,4.0898,56264415.0,3.6525,4.064,4.0512,177930540.0,0.0191
601288.XSHG,2016-03-28,4.4756,22078.0,4.0512,4.0898,85593474.0,3.6525,4.064,4.0512,271224817.0,0.0291
601288.XSHG,2016-03-29,4.4627,23403.0,4.0512,4.0769,107390436.0,3.6525,4.064,4.0383,338801454.0,0.0365
601288.XSHG,2016-03-30,4.4627,30314.0,4.1155,4.1283,125128853.0,3.6525,4.064,4.0512,398683149.0,0.0426
601288.XSHG,2016-03-31,4.527,21928.0,4.1155,4.1283,82084460.0,3.7039,4.1155,4.0898,262022897.0,0.0279
601288.XSHG,2016-04-01,4.527,15566.0,4.1155,4.1283,115540568.0,3.7039,4.1026,4.064,367538427.0,0.0393
601288.XSHG,2016-04-05,4.527,19410.0,4.1283,4.1412,154261933.0,3.7039,4.0898,4.0769,492795197.0,0.0525
601288.XSHG,2016-04-06,4.5399,10921.0,4.0898,4.1155,80577683.0,3.7168,4.1026,4.0898,256831966.0,0.0274
