order_book_id,date,limit_up,num_trades,close,high,volume,limit_down,open,low,total_turnover,turnover_rate
300338.XSHE,2016-01-04,88.2839,4615.0,72.2323,81.223,1692489.0476,72.2323,80.2581,72.2323,120943292.79,5.7321
300338.XSHE,2016-01-05,79.4687,6114.0,65.5661,71.399,2215990.9524,64.9959,64.9959,64.9959,142068435.03,7.505
300338.XSHE,2016-01-06,72.1446,4818.0,68.7676,69.25,1625126.1905,59.0314,66.3555,65.3906,104701333.75,5.5039
300338.XSHE,2016-01-07,75.6532,1063.0,61.8821,67.0133,353809.5238,61.8821,67.0133,61.8821,21729072.88,1.1983
300338.XSHE,2016-01-08,68.0659,4168.0,63.4609,64.3819,1447611.4286,55.6983,61.3997,56.1368,85669943.98,4.9027
300338.XSHE,2016-01-11,69.8202,3609.0,57.1017,64.2942,1023665.2381,57.1017,61.5312,57.1017,58673477.97,3.4669
300338.XSHE,2016-01-12,62.8031,3859.0,60.4787,62.7592,1261378.3333,51.4003,57.1017,54.251,71238289.39,4.272
300338.XSHE,2016-01-13,66.5309,4884.0,60.5225,64.1626,1569284.5238,54.4264,61.8382,58.7682,94187020.01,5.3148
300338.XSHE,2016-01-14,66.5748,4465.0,66.5748,66.5748,1596552.619,54.4703,57.4525,57.014,97407541.12,5.4071
300338.XSHE,2016-01-15,73.241,7871.0,67.1011,70.6096,2504225.9524,59.9085,68.4168,66.1801,164321363.73,8.4812
300338.XSHE,2016-01-18,73.8112,6336.0,70.8289,73.8112,2312439.2857,60.391,67.3203,67.2326,156220046.17,7.8317
300338.XSHE,2016-01-19,77.9337,7666.0,75.4339,76.7496,2606968.3333,63.7241,69.557,68.4168,180831934.71,8.8292
300338.XSHE,2016-01-20,82.9773,5706.0,73.9427,76.311,1623483.0952,67.8905,73.6796,71.8376,115224666.54,5.4983
300338.XSHE,2016-01-21,81.3545,6868.0,66.5748,75.9602,2009685.7143,66.5309,72.8902,66.5309,137366720.2,6.8063
300338.XSHE,2016-01-22,73.241,4490.0,68.0221,69.25,1427462.8571,59.9085,68.5483,63.8995,91412360.25,4.8345
300338.XSHE,2016-01-25,74.8199,4434.0,70.0833,74.5129,1285521.9048,61.2242,70.785,69.3378,87921054.24,4.3538
300338.XSHE,2016-01-26,77.1004,5308.0,63.5925,71.9253,1459401.6667,63.0662,70.1272,63.5048,94892548.3,4.9426
300338.XSHE,2016-01-27,69.9518,4173.0,65.6976,65.9169,1247615.7143,57.2333,63.5925,57.5403,73244618.88,4.2254
300338.XSHE,2016-01-28,72.2762,2730.0,62.1452,65.3029,839125.4762,59.1191,64.1188,59.6015,50500015.14,2.8419
300338.XSHE,2016-01-29,68.3729,3598.0,64.9082,66.4432,1051452.619,55.9175,62.7154,60.4348,64094530.14,3.561
