order_book_id,date,limit_up,num_trades,close,high,volume,limit_down,open,low,total_turnover,turnover_rate
601669.XSHG,2016-01-04,9.9161,18544.0,8.2316,8.984,29845326.0,8.1193,8.984,8.1979,230643421.0,0.9044
601669.XSHG,2016-01-05,9.0514,26931.0,8.1867,8.445,46333278.0,7.4118,7.9621,7.861,335815524.0,1.404
601669.XSHG,2016-01-06,9.0065,20097.0,8.4337,8.4786,40379947.0,7.3669,8.1979,8.1979,299859786.0,1.2236
601669.XSHG,2016-01-07,9.276,5409.0,7.6926,8.3102,11347800.0,7.5915,8.3102,7.6364,80827364.0,0.3439
601669.XSHG,2016-01-08,8.4674,24490.0,7.8722,8.0519,48092426.0,6.9289,7.8947,7.423,336551777.0,1.4573
601669.XSHG,2016-01-11,8.6583,31991.0,7.7038,8.2653,61016988.0,7.0861,7.8273,7.6476,433173718.0,1.849
601669.XSHG,2016-01-12,8.4786,22157.0,7.8835,8.0744,44573299.0,6.9289,7.8161,7.5915,309392596.0,1.3507
601669.XSHG,2016-01-13,8.6696,17850.0,7.5353,7.9733,36208889.0,7.0974,7.9508,7.5129,251064487.0,1.0972
601669.XSHG,2016-01-14,8.2877,18166.0,7.7038,7.7487,34762876.0,6.7829,7.3107,7.1984,233430040.0,1.0534
601669.XSHG,2016-01-15,8.4786,18223.0,7.2995,7.715,33453614.0,6.9289,7.6364,7.2097,222066151.0,1.0137
601669.XSHG,2016-01-18,8.0294,14897.0,7.2434,7.4343,30155349.0,6.5696,7.1535,7.1198,195646171.0,0.9138
601669.XSHG,2016-01-19,7.9733,22063.0,7.9733,7.9733,58031620.0,6.5246,7.2434,7.2097,401597208.0,1.7585
601669.XSHG,2016-01-20,8.7706,71810.0,8.1305,8.4899,151530879.0,7.176,8.254,8.0856,1119847870.0,4.5918
601669.XSHG,2016-01-21,8.9391,39034.0,7.6589,8.0968,74060121.0,7.322,7.8722,7.6476,521797133.0,2.2442
601669.XSHG,2016-01-22,8.4225,28796.0,7.8947,8.0294,58429819.0,6.8952,7.7936,7.6476,408105008.0,1.7706
601669.XSHG,2016-01-25,8.6808,16164.0,7.8947,7.9845,35475723.0,7.1086,7.9172,7.8273,249765093.0,1.075
601669.XSHG,2016-01-26,8.6808,25458.0,7.2209,7.8498,44466177.0,7.1086,7.7824,7.1086,296846332.0,1.3475
601669.XSHG,2016-01-27,7.9396,24853.0,7.131,7.3781,49131662.0,6.5022,7.322,6.7942,311428631.0,1.4888
601669.XSHG,2016-01-28,7.8498,18402.0,6.7605,7.131,36147386.0,6.4236,7.0749,6.6594,222382016.0,1.0954
601669.XSHG,2016-01-29,7.4343,23062.0,7.0861,7.1872,42080850.0,6.0867,6.738,6.738,264644004.0,1.2752
601669.XSHG,2016-02-01,7.7936,16564.0,6.8503,7.0861,29147839.0,6.3786,7.0637,6.738,179571380.0,0.8833
601669.XSHG,2016-02-02,7.5353,15982.0,7.0412,7.1423,32500770.0,6.1653,6.8615,6.8615,204316700.0,0.9849
601669.XSHG,2016-02-03,7.7487,18990.0,7.03,7.1198,37038814.0,6.3337,6.9626,6.8615,230769226.0,1.1224
601669.XSHG,2016-02-04,7.7375,15212.0,7.1086,7.2209,32869871.0,6.3225,7.1198,7.03,208261220.0,0.9961
601669.XSHG,2016-02-05,7.8161,14834.0,7.0974,7.2321,31411089.0,6.4011,7.1535,7.0749,200094991.0,0.9519
601669.XSHG,2016-02-15,7.8048,11841.0,6.9738,7.0412,19306839.0,6.3899,6.9064,6.8054,118802193.0,0.5851
601669.XSHG,2016-02-16,7.6701,18830.0,7.2097,7.2883,41521581.0,6.2776,7.0412,6.9626,265460721.0,1.2582
601669.XSHG,2016-02-17,7.9284,37010.0,7.5129,7.6701,81599462.0,6.4909,7.1984,7.1647,543973850.0,2.4727
601669.XSHG,2016-02-18,8.2653,23376.0,7.4118,7.5802,51038763.0,6.7605,7.5129,7.3781,338941768.0,1.5466
601669.XSHG,2016-02-19,8.153,14401.0,7.423,7.4904,29844883.0,6.6706,7.3893,7.3556,196973775.0,0.9044
601669.XSHG,2016-02-22,8.1642,22772.0,7.6364,7.6813,55947485.0,6.6818,7.5353,7.4567,377587626.0,1.6954
601669.XSHG,2016-02-23,8.4,17328.0,7.4567,7.6476,35946520.0,6.8728,7.5915,7.3781,239517129.0,1.0893
601669.XSHG,2016-02-24,8.1979,19515.0,7.5466,7.6252,42089366.0,6.7155,7.423,7.3107,280706330.0,1.2754
601669.XSHG,2016-02-25,8.299,29244.0,6.8054,7.5466,60135651.0,6.7942,7.5466,6.7942,382980779.0,1.8223
601669.XSHG,2016-02-26,7.4904,16582.0,6.8728,6.9738,34829935.0,6.1204,6.9177,6.7605,213674715.0,1.0555
601669.XSHG,2016-02-29,7.5578,21516.0,6.6145,6.9401,46706949.0,6.1877,6.8728,6.2888,271724980.0,1.4154
601669.XSHG,2016-03-01,7.277,14692.0,6.7605,6.8166,31091003.0,5.9519,6.6594,6.5471,185529332.0,0.9422
