order_book_id,date,limit_up,num_trades,close,high,volume,limit_down,open,low,total_turnover,turnover_rate
300055.XSHE,2016-01-04,189.3223,13103.0,155.7866,176.0032,1818089.2308,154.9145,174.6554,155.5487,302184248.46,2.6996
300055.XSHE,2016-01-05,171.4049,17382.0,155.7073,159.592,2523298.2051,140.2476,149.0477,145.4801,381048274.18,3.7467
300055.XSHE,2016-01-06,171.2463,11843.0,159.1956,159.9885,1706507.9487,140.1683,156.9758,154.9938,264723532.54,2.5339
300055.XSHE,2016-01-07,175.1311,3743.0,143.2602,157.3722,601667.4359,143.2602,156.0244,143.2602,87922342.06,0.8934
300055.XSHE,2016-01-08,157.61,15289.0,145.9558,151.8225,2611047.8205,128.9104,145.4801,134.7772,376768207.96,3.877
300055.XSHE,2016-01-11,160.5434,14929.0,131.4474,145.7179,2421457.6923,131.3681,142.8638,131.3681,331781693.89,3.5955
300055.XSHE,2016-01-12,144.608,12289.0,134.0637,135.57,2403359.4872,118.2868,132.9537,128.1176,313598707.2,3.5686
300055.XSHE,2016-01-13,147.4621,11619.0,126.9284,135.8078,1938148.7179,120.6652,135.4114,126.4527,251386077.64,2.8779
300055.XSHE,2016-01-14,139.6133,13389.0,134.4601,134.7772,2150979.6154,114.2435,121.1409,121.1409,273589521.09,3.1939
300055.XSHE,2016-01-15,147.9378,12633.0,129.3068,135.8078,2306836.4103,120.9823,132.9537,127.6419,300149256.56,3.4253
300055.XSHE,2016-01-18,142.2296,13085.0,135.2529,137.2349,2089112.9487,116.3841,127.6419,127.3248,274898678.81,3.102
300055.XSHE,2016-01-19,148.8099,14761.0,139.9304,140.1683,2432245.5128,121.6959,134.5393,132.478,327091121.64,3.6115
300055.XSHE,2016-01-20,153.9631,12121.0,137.552,140.8818,2031250.7692,125.977,139.1376,136.3628,276974597.93,3.0161
300055.XSHE,2016-01-21,151.3469,11906.0,130.1789,139.3755,2029990.8974,123.8365,135.4114,129.9411,269634582.63,3.0142
300055.XSHE,2016-01-22,143.1809,8648.0,133.9051,134.6186,1646060.3846,117.1769,132.478,129.1483,213785568.11,2.4442
300055.XSHE,2016-01-25,147.3035,7128.0,134.4601,136.2042,1202948.9744,120.5067,135.3322,132.3988,159563141.61,1.7862
300055.XSHE,2016-01-26,147.9378,11448.0,121.6166,132.7952,1934802.4359,120.9823,131.9231,121.2995,242157403.96,2.8729
300055.XSHE,2016-01-27,133.7465,12001.0,122.013,124.1536,2030243.2051,109.4866,121.9337,113.6092,240728539.14,3.0146
300055.XSHE,2016-01-28,134.2222,8652.0,114.957,122.8851,1626062.9487,109.8038,120.6652,113.7678,190147035.16,2.4145
300055.XSHE,2016-01-29,126.4527,8918.0,120.5859,122.2508,1734598.2051,103.4613,114.8777,114.7192,203136056.67,2.5756
300055.XSHE,2016-02-01,132.6366,7314.0,120.1103,122.6472,1421972.9487,108.5353,121.2202,117.5733,168603465.29,2.1114
300055.XSHE,2016-02-02,132.1609,10219.0,126.2149,128.9897,1976926.6667,108.1389,120.5859,120.5859,243800951.04,2.9354
300055.XSHE,2016-02-03,138.8205,10743.0,128.5933,129.5447,1901628.0769,113.6092,126.3734,124.7085,238343254.87,2.8236
300055.XSHE,2016-02-04,141.4368,10352.0,130.0203,131.6852,1762395.0,115.7498,130.0203,128.4347,225490636.57,2.6169
300055.XSHE,2016-02-05,143.0224,8232.0,127.087,130.7339,1408569.8718,117.0183,130.1789,126.3734,177509129.75,2.0915
300055.XSHE,2016-02-15,139.7719,6984.0,125.7392,127.4041,1224514.359,114.4021,121.9337,121.9337,149740856.28,1.8182
